event_row_id,parent_event_id,hierarchy_level,asset_id,asset_name,parent_asset_id,plant_id,hub_id,block_id,event_type,root_cause,severity,start_time,end_time,forecast_start_time,actual_start_time,capacity_mw,max_loss_mw,possible_power_before_mw,actual_power_during_mw,event_probability_pct,detection_status,visual_status,tooltip,operator_summary,recommended_action,drilldown_key
EVH_00018_PAV_S6_B02,EVH_00018,block,PAV_S6_B02,Hub 6 Block 2,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B02,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,50,18.28,39.0,20.72,93,DETECTED,ALERT,PAV_S6_B02: grid_curtailment_plateau | loss 18.3 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B02
EVH_00018_PAV_S6_B03,EVH_00018,block,PAV_S6_B03,Hub 6 Block 3,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B03,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,50,16.44,39.0,22.56,93,DETECTED,ALERT,PAV_S6_B03: grid_curtailment_plateau | loss 16.4 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B03
EVH_00018_PAV_S6_B04,EVH_00018,block,PAV_S6_B04,Hub 6 Block 4,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B04,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,50,18.18,39.0,20.82,93,DETECTED,ALERT,PAV_S6_B04: grid_curtailment_plateau | loss 18.2 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B04
EVH_00018_PAV_HUB_6,EVH_00018,hub,PAV_HUB_6,Hub / Segment 6,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,250,80.54,195.0,114.46,93,DETECTED,ALERT,PAV_HUB_6: grid_curtailment_plateau | loss 80.5 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_HUB_6
EVH_00018_SOL_PAVAGADA,EVH_00018,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,2050,100.98,1517.0,1416.02,93,DETECTED,ALERT,SOL_PAVAGADA: grid_curtailment_plateau | loss 101.0 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,SOL_PAVAGADA
EVH_00018_GRID_PAVAGADA_220KV,EVH_00018,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,2050,98.96,1517.0,1418.04,93,DETECTED,ALERT,GRID_PAVAGADA_220KV: grid_curtailment_plateau | loss 99.0 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,GRID_PAVAGADA_220KV
EVH_00019_PAV_S2_B01,EVH_00019,block,PAV_S2_B01,Hub 2 Block 1,PAV_HUB_2,SOL_PAVAGADA,PAV_HUB_2,PAV_S2_B01,scada_stale_signal,data_quality,ALERT,2018-08-18T15:00:00,2018-08-18T16:25:00,2018-08-18T14:55:00,2018-08-18T15:00:00,50,0.0,39.0,39.0,78,DETECTED,ALERT,PAV_S2_B01: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_S2_B01
EVH_00019_PAV_HUB_2,EVH_00019,hub,PAV_HUB_2,Hub / Segment 2,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2018-08-18T15:00:00,2018-08-18T16:25:00,2018-08-18T14:55:00,2018-08-18T15:00:00,250,0.0,195.0,195.0,78,DETECTED,ALERT,PAV_HUB_2: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_HUB_2
EVH_00019_SOL_PAVAGADA,EVH_00019,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2018-08-18T15:00:00,2018-08-18T16:25:00,2018-08-18T14:55:00,2018-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,SOL_PAVAGADA: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,SOL_PAVAGADA
EVH_00019_GRID_PAVAGADA_220KV,EVH_00019,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2018-08-18T15:00:00,2018-08-18T16:25:00,2018-08-18T14:55:00,2018-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,GRID_PAVAGADA_220KV: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,GRID_PAVAGADA_220KV
EVH_00020_PAV_S4_B05,EVH_00020,block,PAV_S4_B05,Hub 4 Block 5,PAV_HUB_4,SOL_PAVAGADA,PAV_HUB_4,PAV_S4_B05,inverter_group_derating,equipment,WATCH,2018-10-22T10:30:00,2018-10-22T14:30:00,2018-10-22T10:25:00,2018-10-22T10:30:00,50,8.15,39.0,30.85,81,DETECTED,WATCH,PAV_S4_B05: inverter_group_derating | loss 8.2 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_S4_B05
EVH_00020_PAV_HUB_4,EVH_00020,hub,PAV_HUB_4,Hub / Segment 4,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2018-10-22T10:30:00,2018-10-22T14:30:00,2018-10-22T10:25:00,2018-10-22T10:30:00,250,9.34,195.0,185.66,81,DETECTED,WATCH,PAV_HUB_4: inverter_group_derating | loss 9.3 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_HUB_4
EVH_00020_SOL_PAVAGADA,EVH_00020,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2018-10-22T10:30:00,2018-10-22T14:30:00,2018-10-22T10:25:00,2018-10-22T10:30:00,2050,11.1,1517.0,1505.9,81,DETECTED,WATCH,SOL_PAVAGADA: inverter_group_derating | loss 11.1 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,SOL_PAVAGADA
EVH_00020_GRID_PAVAGADA_220KV,EVH_00020,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2018-10-22T10:30:00,2018-10-22T14:30:00,2018-10-22T10:25:00,2018-10-22T10:30:00,2050,10.88,1517.0,1506.12,81,DETECTED,WATCH,GRID_PAVAGADA_220KV: inverter_group_derating | loss 10.9 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,GRID_PAVAGADA_220KV
EVH_00021_PAV_S3_B02,EVH_00021,block,PAV_S3_B02,Hub 3 Block 2,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B02,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2019-01-05T15:20:00,2019-01-05T17:10:00,2019-01-05T15:00:00,2019-01-05T15:35:00,50,12.09,39.0,26.91,86,DETECTED,WATCH,PAV_S3_B02: cloud_ramp_up_after_cloud_clearance | loss 12.1 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B02
EVH_00021_PAV_S3_B03,EVH_00021,block,PAV_S3_B03,Hub 3 Block 3,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B03,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2019-01-05T15:20:00,2019-01-05T17:10:00,2019-01-05T15:00:00,2019-01-05T15:35:00,50,10.35,39.0,28.65,86,DETECTED,WATCH,PAV_S3_B03: cloud_ramp_up_after_cloud_clearance | loss 10.3 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B03
EVH_00021_PAV_S3_B04,EVH_00021,block,PAV_S3_B04,Hub 3 Block 4,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B04,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2019-01-05T15:20:00,2019-01-05T17:10:00,2019-01-05T15:00:00,2019-01-05T15:35:00,50,10.19,39.0,28.81,86,DETECTED,WATCH,PAV_S3_B04: cloud_ramp_up_after_cloud_clearance | loss 10.2 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B04
EVH_00021_PAV_HUB_3,EVH_00021,hub,PAV_HUB_3,Hub / Segment 3,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2019-01-05T15:20:00,2019-01-05T17:10:00,2019-01-05T15:00:00,2019-01-05T15:35:00,250,35.43,195.0,159.57,86,DETECTED,WATCH,PAV_HUB_3: cloud_ramp_up_after_cloud_clearance | loss 35.4 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_HUB_3
EVH_00021_SOL_PAVAGADA,EVH_00021,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2019-01-05T15:20:00,2019-01-05T17:10:00,2019-01-05T15:00:00,2019-01-05T15:35:00,2050,47.99,1517.0,1469.01,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_up_after_cloud_clearance | loss 48.0 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,SOL_PAVAGADA
EVH_00021_GRID_PAVAGADA_220KV,EVH_00021,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2019-01-05T15:20:00,2019-01-05T17:10:00,2019-01-05T15:00:00,2019-01-05T15:35:00,2050,47.03,1517.0,1469.97,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_up_after_cloud_clearance | loss 47.0 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,GRID_PAVAGADA_220KV
EVH_00022_PAV_S6_B01,EVH_00022,block,PAV_S6_B01,Hub 6 Block 1,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B01,cloud_ramp_down,weather,WATCH,2019-03-09T14:55:00,2019-03-09T16:35:00,2019-03-09T14:35:00,2019-03-09T15:05:00,50,13.15,39.0,25.85,86,DETECTED,WATCH,PAV_S6_B01: cloud_ramp_down | loss 13.2 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B01
EVH_00022_PAV_S6_B02,EVH_00022,block,PAV_S6_B02,Hub 6 Block 2,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B02,cloud_ramp_down,weather,WATCH,2019-03-09T14:55:00,2019-03-09T16:35:00,2019-03-09T14:35:00,2019-03-09T15:05:00,50,13.17,39.0,25.83,86,DETECTED,WATCH,PAV_S6_B02: cloud_ramp_down | loss 13.2 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B02
EVH_00022_PAV_S6_B03,EVH_00022,block,PAV_S6_B03,Hub 6 Block 3,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B03,cloud_ramp_down,weather,WATCH,2019-03-09T14:55:00,2019-03-09T16:35:00,2019-03-09T14:35:00,2019-03-09T15:05:00,50,11.12,39.0,27.88,86,DETECTED,WATCH,PAV_S6_B03: cloud_ramp_down | loss 11.1 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B03
EVH_00022_PAV_HUB_6,EVH_00022,hub,PAV_HUB_6,Hub / Segment 6,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2019-03-09T14:55:00,2019-03-09T16:35:00,2019-03-09T14:35:00,2019-03-09T15:05:00,250,41.47,195.0,153.53,86,DETECTED,WATCH,PAV_HUB_6: cloud_ramp_down | loss 41.5 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_HUB_6
EVH_00022_SOL_PAVAGADA,EVH_00022,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2019-03-09T14:55:00,2019-03-09T16:35:00,2019-03-09T14:35:00,2019-03-09T15:05:00,2050,55.5,1517.0,1461.5,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_down | loss 55.5 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,SOL_PAVAGADA
EVH_00022_GRID_PAVAGADA_220KV,EVH_00022,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2019-03-09T14:55:00,2019-03-09T16:35:00,2019-03-09T14:35:00,2019-03-09T15:05:00,2050,54.39,1517.0,1462.61,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_down | loss 54.4 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,GRID_PAVAGADA_220KV
EVH_00023_PAV_S6_B01,EVH_00023,block,PAV_S6_B01,Hub 6 Block 1,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B01,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,50,16.13,39.0,22.87,93,DETECTED,ALERT,PAV_S6_B01: grid_curtailment_plateau | loss 16.1 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B01
EVH_00023_PAV_S6_B02,EVH_00023,block,PAV_S6_B02,Hub 6 Block 2,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B02,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,50,17.19,39.0,21.81,93,DETECTED,ALERT,PAV_S6_B02: grid_curtailment_plateau | loss 17.2 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B02
EVH_00023_PAV_S6_B03,EVH_00023,block,PAV_S6_B03,Hub 6 Block 3,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B03,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,50,17.73,39.0,21.27,93,DETECTED,ALERT,PAV_S6_B03: grid_curtailment_plateau | loss 17.7 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B03
EVH_00023_PAV_S6_B04,EVH_00023,block,PAV_S6_B04,Hub 6 Block 4,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B04,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,50,16.7,39.0,22.3,93,DETECTED,ALERT,PAV_S6_B04: grid_curtailment_plateau | loss 16.7 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B04
EVH_00023_PAV_HUB_6,EVH_00023,hub,PAV_HUB_6,Hub / Segment 6,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,250,74.18,195.0,120.82,93,DETECTED,ALERT,PAV_HUB_6: grid_curtailment_plateau | loss 74.2 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_HUB_6
EVH_00023_SOL_PAVAGADA,EVH_00023,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,2050,94.11,1517.0,1422.89,93,DETECTED,ALERT,SOL_PAVAGADA: grid_curtailment_plateau | loss 94.1 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,SOL_PAVAGADA
EVH_00023_GRID_PAVAGADA_220KV,EVH_00023,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2019-05-14T12:45:00,2019-05-14T16:45:00,2019-05-14T12:30:00,2019-05-14T12:45:00,2050,92.23,1517.0,1424.77,93,DETECTED,ALERT,GRID_PAVAGADA_220KV: grid_curtailment_plateau | loss 92.2 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,GRID_PAVAGADA_220KV
EVH_00024_PAV_S2_B01,EVH_00024,block,PAV_S2_B01,Hub 2 Block 1,PAV_HUB_2,SOL_PAVAGADA,PAV_HUB_2,PAV_S2_B01,scada_stale_signal,data_quality,ALERT,2019-08-18T15:00:00,2019-08-18T16:25:00,2019-08-18T14:55:00,2019-08-18T15:00:00,50,0.0,39.0,39.0,78,DETECTED,ALERT,PAV_S2_B01: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_S2_B01
EVH_00024_PAV_HUB_2,EVH_00024,hub,PAV_HUB_2,Hub / Segment 2,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2019-08-18T15:00:00,2019-08-18T16:25:00,2019-08-18T14:55:00,2019-08-18T15:00:00,250,0.0,195.0,195.0,78,DETECTED,ALERT,PAV_HUB_2: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_HUB_2
EVH_00024_SOL_PAVAGADA,EVH_00024,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2019-08-18T15:00:00,2019-08-18T16:25:00,2019-08-18T14:55:00,2019-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,SOL_PAVAGADA: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,SOL_PAVAGADA
EVH_00024_GRID_PAVAGADA_220KV,EVH_00024,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2019-08-18T15:00:00,2019-08-18T16:25:00,2019-08-18T14:55:00,2019-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,GRID_PAVAGADA_220KV: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,GRID_PAVAGADA_220KV
EVH_00025_PAV_S4_B05,EVH_00025,block,PAV_S4_B05,Hub 4 Block 5,PAV_HUB_4,SOL_PAVAGADA,PAV_HUB_4,PAV_S4_B05,inverter_group_derating,equipment,WATCH,2019-10-22T10:30:00,2019-10-22T14:30:00,2019-10-22T10:25:00,2019-10-22T10:30:00,50,7.47,39.0,31.53,81,DETECTED,WATCH,PAV_S4_B05: inverter_group_derating | loss 7.5 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_S4_B05
EVH_00025_PAV_HUB_4,EVH_00025,hub,PAV_HUB_4,Hub / Segment 4,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2019-10-22T10:30:00,2019-10-22T14:30:00,2019-10-22T10:25:00,2019-10-22T10:30:00,250,8.4,195.0,186.6,81,DETECTED,WATCH,PAV_HUB_4: inverter_group_derating | loss 8.4 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_HUB_4
EVH_00025_SOL_PAVAGADA,EVH_00025,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2019-10-22T10:30:00,2019-10-22T14:30:00,2019-10-22T10:25:00,2019-10-22T10:30:00,2050,10.42,1517.0,1506.58,81,DETECTED,WATCH,SOL_PAVAGADA: inverter_group_derating | loss 10.4 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,SOL_PAVAGADA
EVH_00025_GRID_PAVAGADA_220KV,EVH_00025,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2019-10-22T10:30:00,2019-10-22T14:30:00,2019-10-22T10:25:00,2019-10-22T10:30:00,2050,10.21,1517.0,1506.79,81,DETECTED,WATCH,GRID_PAVAGADA_220KV: inverter_group_derating | loss 10.2 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,GRID_PAVAGADA_220KV
EVH_00026_PAV_S3_B02,EVH_00026,block,PAV_S3_B02,Hub 3 Block 2,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B02,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2020-01-05T15:20:00,2020-01-05T17:10:00,2020-01-05T15:00:00,2020-01-05T15:35:00,50,11.3,39.0,27.7,86,DETECTED,WATCH,PAV_S3_B02: cloud_ramp_up_after_cloud_clearance | loss 11.3 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B02
EVH_00026_PAV_S3_B03,EVH_00026,block,PAV_S3_B03,Hub 3 Block 3,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B03,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2020-01-05T15:20:00,2020-01-05T17:10:00,2020-01-05T15:00:00,2020-01-05T15:35:00,50,10.05,39.0,28.95,86,DETECTED,WATCH,PAV_S3_B03: cloud_ramp_up_after_cloud_clearance | loss 10.1 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B03
EVH_00026_PAV_S3_B04,EVH_00026,block,PAV_S3_B04,Hub 3 Block 4,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B04,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2020-01-05T15:20:00,2020-01-05T17:10:00,2020-01-05T15:00:00,2020-01-05T15:35:00,50,10.71,39.0,28.29,86,DETECTED,WATCH,PAV_S3_B04: cloud_ramp_up_after_cloud_clearance | loss 10.7 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B04
EVH_00026_PAV_HUB_3,EVH_00026,hub,PAV_HUB_3,Hub / Segment 3,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2020-01-05T15:20:00,2020-01-05T17:10:00,2020-01-05T15:00:00,2020-01-05T15:35:00,250,34.0,195.0,161.0,86,DETECTED,WATCH,PAV_HUB_3: cloud_ramp_up_after_cloud_clearance | loss 34.0 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_HUB_3
EVH_00026_SOL_PAVAGADA,EVH_00026,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2020-01-05T15:20:00,2020-01-05T17:10:00,2020-01-05T15:00:00,2020-01-05T15:35:00,2050,44.16,1517.0,1472.84,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_up_after_cloud_clearance | loss 44.2 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,SOL_PAVAGADA
EVH_00026_GRID_PAVAGADA_220KV,EVH_00026,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2020-01-05T15:20:00,2020-01-05T17:10:00,2020-01-05T15:00:00,2020-01-05T15:35:00,2050,43.28,1517.0,1473.72,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_up_after_cloud_clearance | loss 43.3 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,GRID_PAVAGADA_220KV
